num__CreditScore,num__Age,num__Tenure,num__Balance,num__NumOfProducts,num__HasCrCard,num__IsActiveMember,num__EstimatedSalary,cat__Geography_France,cat__Geography_Germany,cat__Geography_Spain,cat__Gender_Female,cat__Gender_Male
-0.680735393748446,-0.2799319620189817,0.6847228671904925,-1.2260588112551245,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-0.0950213834833388,1.0,0.0,0.0,0.0,1.0
-1.3019151758845888,-0.5649345958990805,-0.3509706358391805,0.8771134308753196,0.8088303613464911,-1.5599603824616144,-1.0302059992679111,-0.7789409990941224,0.0,1.0,0.0,0.0,1.0
-0.970619292078646,0.1000715498211499,-0.3509706358391805,-1.2260588112551245,0.8088303613464911,-1.5599603824616144,0.9706796511674592,0.0994691424081929,0.0,0.0,1.0,1.0,0.0
-0.1216735898259175,-0.4699337179390475,-0.0057394681626228,1.011458170016173,0.8088303613464911,-1.5599603824616144,-1.0302059992679111,-1.1473743707662665,0.0,0.0,1.0,0.0,1.0
-0.1113205934569818,-0.4699337179390475,-0.6962018035157382,0.0232044174435303,-0.9102564852985486,0.6410419208351961,0.9706796511674592,1.200282546767909,0.0,0.0,1.0,1.0,0.0
-0.9499132993407744,-0.4699337179390475,-1.7318953065454112,-1.2260588112551245,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,1.4522222603688624,0.0,0.0,1.0,0.0,1.0
-0.5772054300590889,-0.8499372297791791,1.3751852025436078,0.8716293202336782,0.8088303613464911,0.6410419208351961,0.9706796511674592,-0.730277552386093,0.0,1.0,0.0,0.0,1.0
0.5719771668927752,-0.944938107739212,0.3394916995139347,1.7522692998894362,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,1.243762633036423,0.0,1.0,0.0,1.0,0.0
-1.508975103263303,0.955079451461446,0.6847228671904925,0.0581080167483868,-0.9102564852985486,-1.5599603824616144,-1.0302059992679111,0.6183211327937311,1.0,0.0,0.0,0.0,1.0
0.654801137844261,0.1000715498211499,-1.7318953065454112,-1.2260588112551245,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-0.644823008523355,1.0,0.0,0.0,1.0,0.0
0.4995061923102252,1.4300838412616106,-0.6962018035157382,0.5558448712660913,-0.9102564852985486,0.6410419208351961,0.9706796511674592,0.979826903208137,0.0,1.0,0.0,1.0,0.0
-0.2666155389910175,-0.0899302060989159,0.6847228671904925,-1.2260588112551245,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,1.1350334629675547,1.0,0.0,0.0,1.0,0.0
0.7272721124268109,-0.3749328399790146,1.7204163702201654,-1.2260588112551245,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-0.490769217520701,1.0,0.0,0.0,0.0,1.0
0.7893900906404252,-0.7549363518191462,1.7204163702201654,0.3309228175382216,0.8088303613464911,-1.5599603824616144,-1.0302059992679111,-0.4032121657756763,0.0,0.0,1.0,1.0,0.0
0.1992692976110895,-0.0899302060989159,1.7204163702201654,0.2092482761224284,-0.9102564852985486,-1.5599603824616144,-1.0302059992679111,0.7769647190854593,1.0,0.0,0.0,0.0,1.0
0.5305651814170323,-0.8499372297791791,-1.0414329711922958,-1.2260588112551245,0.8088303613464911,0.6410419208351961,0.9706796511674592,0.7989758172428683,0.0,0.0,1.0,0.0,1.0
-0.1837915680395318,0.2900733057412157,-1.3866641388688534,-1.2260588112551245,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-0.7476721683699096,1.0,0.0,0.0,1.0,0.0
-1.653917052428403,2.095089986981841,1.0299540348670502,-1.2260588112551245,0.8088303613464911,-1.5599603824616144,0.9706796511674592,0.6999763713062147,0.0,0.0,1.0,1.0,0.0
-0.3494395099425032,1.810087353101742,-0.6962018035157382,0.6845072595591735,0.8088303613464911,0.6410419208351961,-1.0302059992679111,-1.1255860121613446,0.0,1.0,0.0,1.0,0.0
-0.8153243465446103,-0.3749328399790146,-1.3866641388688534,1.0208626211876202,-0.9102564852985486,0.6410419208351961,-1.0302059992679111,1.4988615156073433,0.0,1.0,0.0,1.0,0.0
